Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,24.450001,25.719999,19.900000,23.879999,23.214127,45561800
2016-02-01,23.240000,23.330000,20.110001,21.120001,20.531090,27120900
2016-03-01,21.290001,26.490000,21.240000,25.719999,25.002821,32082900
2016-04-01,24.770000,28.170000,23.950001,24.100000,23.511137,39773500
2016-05-01,24.950001,28.110001,23.620001,27.860001,27.179264,35696500
2016-06-01,27.860001,29.450001,26.840000,29.350000,28.632858,25445300
2016-07-01,29.170000,33.500000,29.030001,33.410000,32.593655,27262500
2016-08-01,33.000000,33.700001,32.000000,32.160000,31.374199,20687100
2016-09-01,32.000000,34.169998,31.700001,33.209999,32.398548,20044800
2016-10-01,32.970001,33.669998,31.120001,31.330000,30.644968,17948600
2016-11-01,31.580000,31.830000,29.070000,29.070000,28.434383,22765100
2016-12-01,28.500000,29.730000,27.719999,28.030001,27.417122,16585600
2017-01-01,28.100000,31.200001,28.040001,30.270000,29.608145,18724500
2017-02-01,30.190001,32.220001,30.070000,30.959999,30.283054,14555400
2017-03-01,31.260000,33.779999,30.719999,33.730000,32.992489,14863600
2017-04-01,32.970001,34.590000,31.320000,34.520000,33.860325,16111200
2017-05-01,34.639999,36.820000,34.389999,36.619999,35.920193,22811300
2017-06-01,36.389999,38.939999,36.320000,38.189999,37.460186,21274600
2017-07-01,38.330002,41.650002,37.320000,41.070000,40.285149,15866900
2017-08-01,41.490002,41.630001,38.130001,39.630001,38.872669,15361100
2017-09-01,39.830002,40.490002,36.380001,37.340000,36.626434,14724900
2017-10-01,37.290001,45.250000,36.250000,43.410000,42.710487,21188200
2017-11-01,43.570000,48.330002,43.330002,46.799999,46.045860,21430100
2017-12-01,45.860001,46.340000,44.369999,44.950001,44.225670,15278100
2018-01-01,45.439999,51.939999,45.240002,47.939999,47.167488,23628600
2018-02-01,48.580002,53.910000,45.330002,50.459999,49.646881,28753800
2018-03-01,49.799999,51.590000,47.549999,48.340000,47.561047,25875800
2018-04-01,48.419998,50.610001,44.529999,45.830002,45.221424,29304700
2018-05-01,46.000000,48.980000,45.630001,47.090000,46.464691,22665800
2018-06-01,47.349998,51.840000,47.349998,51.259998,50.579315,19482700
2018-07-01,50.400002,55.500000,48.509998,54.020000,53.302666,16862200
2018-08-01,54.830002,57.220001,53.080002,56.830002,56.075352,21886700
2018-09-01,56.400002,61.000000,55.189999,60.650002,59.844624,20631000
2018-10-01,60.810001,61.020000,50.310001,54.130001,53.529892,32850700
2018-11-01,55.490002,55.689999,49.320000,52.820000,52.234413,22768700
2018-12-01,54.080002,54.340000,45.639999,48.279999,47.744743,18840700
2019-01-01,47.570000,50.540001,46.889999,50.119999,49.564342,19105600
2019-02-01,50.000000,50.040001,42.430000,47.990002,47.457962,36608400
2019-03-01,47.820000,48.060001,41.910000,42.240002,41.771709,26771300
2019-04-01,42.680000,50.919998,42.029999,50.369999,50.025238,42754400
2019-05-01,50.389999,53.610001,47.709999,48.000000,47.671463,41225100
2019-06-01,48.009998,54.119999,47.290001,52.389999,52.031418,31229800
2019-07-01,53.560001,57.410000,52.980000,56.860001,56.470821,31055800
2019-08-01,56.450001,57.599998,53.320000,56.910000,56.520481,24818700
2019-09-01,57.220001,60.740002,57.000000,59.130001,58.725285,17928300
2019-10-01,58.500000,61.770000,56.509998,60.830002,60.601158,18667100
2019-11-01,61.270000,63.750000,60.150002,63.480000,63.241188,18805100
2019-12-01,63.459999,68.470001,62.689999,68.000000,67.744186,20141500
2020-01-01,68.300003,72.949997,67.959999,70.180000,69.915985,22330400
2020-02-01,70.290001,73.860001,59.349998,62.200001,61.966003,27818700
2020-03-01,63.599998,64.949997,50.939999,59.180000,58.957363,38973100
2020-04-01,57.930000,64.849998,56.650002,64.250000,64.250000,31255800
2020-05-01,63.230000,66.400002,61.349998,64.760002,64.760002,26342600
2020-06-01,64.910004,72.339996,64.559998,69.129997,69.129997,29662000
2020-07-01,69.169998,78.760002,68.980003,77.959999,77.959999,21469000
2020-08-01,78.709999,84.150002,78.199997,78.639999,78.639999,24563300
2020-09-01,79.230003,80.169998,75.599998,76.750000,76.750000,20505900
2020-10-01,76.910004,84.050003,72.449997,83.660004,83.660004,24046000
2020-11-01,84.120003,91.099998,84.040001,89.980003,89.980003,19403200
2020-11-20,88.910004,90.269997,88.860001,89.980003,89.980003,618909
